id_tempo,id_unidade_orc,id_origem,id_especie,id_desdobramento_1,id_desdobramento_2,id_desdobramento_3,id_tipo,id_item,id_subitem,id_fonte,cd_fonte,cd_classificacao_rec,ano_particao,vr_efetivado
2232,3814,120,76,64,41,659,1057,4970,3046,136,77,1122021301000.0,2018,314672.72000000003
2233,3781,120,44,124,169,113,215,2829,408,73,10,1118021101002.0,2018,257591.85
2233,3781,11,131,96,413,802,183,3378,2552,73,10,1910011104001.0,2018,26586.74
2233,3781,10,145,173,260,589,744,3664,2914,52,33,1718023101000.0,2018,1455012.3
2233,3723,11,168,154,165,607,946,4555,2490,87,36,1922991106000.0,2018,74876.11
2233,3715,112,132,23,66,214,627,4683,50,77,42,7210041107000.0,2018,3496256.88
2233,3719,141,206,17,154,189,575,4614,2950,25,60,1610031104000.0,2018,81990.35
2233,3759,11,168,154,165,607,946,4268,267,25,60,1922991199000.0,2018,3164.69
2234,3736,141,206,17,343,639,1005,4451,1266,25,60,1610011128000.0,2018,2058377.83
2234,3717,141,206,17,343,639,1005,4453,2731,25,60,1610011199001.0,2018,3699.9900000000002
2234,3719,141,206,17,154,189,575,3078,2951,25,60,1610031106000.0,2018,66122.68000000001
2234,3719,11,168,154,165,607,946,4268,267,25,60,1922991199000.0,2018,8.05
2234,3723,11,168,154,165,607,946,4555,2490,87,36,1922991106000.0,2018,86660.14
2234,3801,10,145,173,52,85,356,3364,1070,64,37,1718031101001.0,2018,55840801.2
2233,3814,6,191,118,91,60,1440,4806,1705,93,24,1321001101000.0,2018,125.68
2233,3781,16,145,173,110,606,773,4351,1944,93,24,2418109120010.0,2018,0.0
2233,3773,137,22,14,26,431,322,2976,2436,25,60,1210991102009.0,2018,94040.63
2233,3798,6,207,20,394,553,491,3256,2781,25,60,1310011101001.0,2018,912.22
2233,3814,6,181,13,25,744,1189,4411,79,25,60,1390001101000.0,2018,431.8
2233,3827,6,191,118,91,60,1440,4806,1705,96,70,1321001101000.0,2018,2011.3600000000001
2233,3809,10,194,41,1,501,592,3429,1873,96,70,1738109105002.0,2018,5400.0
2233,3814,120,76,2,266,506,790,4667,36,136,77,1121011102000.0,2018,49033069.74
2233,3814,120,76,64,111,205,593,3892,2423,136,77,1122011408000.0,2018,47920.73
2234,3823,134,201,129,12,622,1172,3467,426,4,23,9118021103000.0,2018,0.0
2234,3744,6,191,118,91,60,1440,4806,1705,93,24,1321001101000.0,2018,43483.06
2234,3807,6,191,118,91,60,1440,4806,1705,93,24,1321001101000.0,2018,78169.28
2234,3781,13,174,81,338,631,989,2778,337,31,25,2119001102002.0,2018,0.0
2232,3781,120,76,2,266,506,790,2834,1174,76,27,1121011101002.0,2018,590073.12
2232,3781,10,145,173,260,458,893,3974,245,75,31,1718021101000.0,2018,9445932.79
2232,3781,10,145,173,260,571,337,3054,1391,46,32,1718022101000.0,2018,25478800.16
2234,3781,11,131,96,418,497,1317,4634,2225,73,10,1910091101000.0,2018,22469.34
2249,3865,137,22,14,26,431,322,2976,214,79,50,1210991102006.0,2019,3713214.84
2249,3868,6,207,20,394,553,491,3256,2781,25,60,1310011101001.0,2019,5793.650000000001
2235,3795,6,191,118,91,60,1440,4806,1705,93,24,1321001101000.0,2018,7899.29
2235,3715,137,22,14,186,635,60,2890,2711,91,43,1210043107000.0,2018,994271.73
2235,3757,120,76,2,377,308,10,4960,3006,132,91,1121041107000.0,2018,489840.3
2235,3717,120,76,2,377,308,10,4952,2983,132,91,1121041109000.0,2018,513.73
2236,3781,11,131,96,418,497,1317,4634,2225,73,10,1910091101000.0,2018,8055.13
2249,3932,15,2,21,220,812,1319,4636,2593,65,61,2300071199000.0,2019,7875.24
2249,3913,16,194,42,164,799,752,4987,3083,96,70,2438102101001.0,2019,0.0
2237,3781,137,22,52,184,541,66,4726,111,61,30,1218022101000.0,2018,11382114.4
2237,3723,11,168,154,165,607,946,4550,1762,87,36,1922991103000.0,2018,16233.03
2237,3715,137,22,14,186,635,60,3806,874,91,43,1210043106000.0,2018,4495817.3
2237,3715,137,22,14,186,238,655,3817,2726,91,43,1210044104000.0,2018,919779.49
2237,3773,137,22,14,26,431,322,2976,214,79,50,1210991102006.0,2018,2120060.31
2237,3773,11,131,96,418,497,1317,4634,2225,79,50,1910091101000.0,2018,3682.2400000000002
2249,3917,6,191,118,91,60,1440,4806,1705,25,60,1321001101000.0,2019,2568119.7
2236,3781,11,168,154,165,607,946,4268,267,73,10,1922991199000.0,2018,6382018.96
2236,3781,15,2,21,374,811,586,3419,2965,73,10,2300061101000.0,2018,515566.36
2236,3781,10,145,173,147,284,170,2750,300,54,20,1718016101002.0,2018,15475847.21
2249,3876,14,21,152,57,191,934,3402,1109,74,47,2213001199000.0,2019,9000.0
2231,3715,11,208,58,101,474,913,3969,2168,43,44,1990031101000.0,2018,0.0
2239,3799,6,191,118,91,60,1440,4806,1705,25,60,1321001101000.0,2018,262590.56
2239,3746,141,206,17,343,639,1005,3803,1976,25,60,1610011103000.0,2018,609.75
2239,3719,141,206,17,154,189,575,3078,2951,25,60,1610031106000.0,2018,40571.4
2239,3792,141,158,91,47,70,534,3934,629,25,60,1630011103000.0,2018,76239.7
2241,3781,120,76,64,111,205,1327,3262,173,73,10,1122011299000.0,2018,0.0
2241,3723,10,139,9,148,285,741,3356,1445,4,23,1758011103001.0,2018,91870649.33
2232,3781,120,44,124,64,5,17,2827,2265,73,10,1118013301000.0,2018,839047.75
2232,3781,120,44,124,169,113,215,2829,408,73,10,1118021101002.0,2018,441958.18
2232,3781,120,44,124,64,209,212,3742,1541,54,20,1118012102000.0,2018,374172524.15
2241,3757,120,76,2,377,308,10,4940,2990,132,91,1121041106000.0,2018,18842.81
2242,3781,11,208,58,212,794,1110,2765,680,73,10,1990991499000.0,2018,2625071.23
2242,3781,120,44,124,169,113,217,2830,1547,54,20,1118021302000.0,2018,38738797.93
2242,3723,10,139,9,148,285,741,3356,1445,4,23,1758011103001.0,2018,82777223.1
2250,3899,11,168,154,165,607,946,4550,1762,87,36,1922991103000.0,2019,-30189.57
2250,3904,10,145,173,437,85,1530,5063,3204,64,37,1718031101001.0,2019,0.0
2250,3839,11,131,96,60,496,942,4340,2963,1,39,1910081101000.0,2019,151969.2
2250,3861,137,22,14,186,537,808,4420,2315,91,43,1210042105000.0,2019,136310.02
2250,3941,10,146,76,181,225,801,4404,61,92,45,1740001199000.0,2019,271052.69
2231,3721,6,191,118,91,60,1440,4806,1705,25,60,1321001101000.0,2018,207528.09
2231,3718,6,191,119,303,664,514,3287,2823,25,60,1329001102000.0,2018,7105.07
2231,3757,141,206,17,343,639,1005,3804,1290,25,60,1610011111002.0,2018,0.0
2249,3909,141,158,91,47,70,534,3312,1754,25,60,1630011101000.0,2019,172952076.12
2249,3906,11,168,154,165,607,946,4268,267,25,60,1922991199000.0,2019,2150.0
2249,3914,11,131,96,418,497,1548,5111,3337,25,60,1910091201000.0,2019,46.02
2246,3937,120,44,124,169,113,217,2830,1547,54,20,1118021302000.0,2019,5027253.15
2246,3937,10,145,173,316,690,1288,4593,1463,29,21,1718051101000.0,2019,0.0
2246,3899,10,139,9,148,285,741,3657,1446,4,23,1758011101000.0,2019,134356044.35
2246,3859,133,150,159,116,520,418,4077,423,4,23,9118013203000.0,2019,0.0
2246,3937,104,127,86,24,428,50,2569,1949,4,23,9718016101003.0,2019,-7045136.11
2246,3937,16,145,173,110,606,773,4351,2175,22,24,2418109120004.0,2019,0.0
2250,3937,6,207,20,394,553,491,3256,2042,73,10,1310011101002.0,2019,392997.73
2250,3937,6,181,13,25,744,1189,4411,79,73,10,1390001101000.0,2019,143367.29
2250,3908,11,168,154,165,607,946,4852,2863,73,10,1922991101000.0,2019,79153.02
2231,3781,11,208,58,212,794,173,4584,2915,73,10,1990991199000.0,2018,8124730.35
2231,3781,134,201,129,12,622,1172,4392,49,73,10,9118021101002.0,2018,-920822.92
2231,3781,120,44,124,64,209,400,3743,1895,54,20,1118012202000.0,2018,6866516.34
2231,3781,10,139,9,148,285,741,3657,1446,4,23,1758011101000.0,2018,0.0
2246,3937,120,44,124,169,114,1509,5023,3187,50,71,1118022401000.0,2019,54.21
2246,3902,10,145,173,109,606,773,4692,3309,69,73,1718109115002.0,2019,142998.72
2232,3736,141,206,17,343,639,1005,4451,1266,25,60,1610011128000.0,2018,1214559.8900000001
2232,3746,141,206,17,343,639,1005,4453,2731,25,60,1610011199001.0,2018,0.0
2248,3952,11,208,58,212,794,176,3055,1069,25,60,1990991299000.0,2019,98181.97
2234,3781,11,168,154,165,607,946,4268,267,8,72,1922991199000.0,2018,220.0
2248,3861,137,22,14,186,537,808,3180,2687,91,43,1210042199001.0,2019,411756.96
2234,3781,10,145,173,147,792,915,3973,1798,89,51,1718017101001.0,2018,30826791.3
2234,3781,10,145,173,147,792,915,3973,1056,89,51,1718017101002.0,2018,10248869.28
2234,3757,120,76,2,377,308,10,4044,395,85,52,1121041103000.0,2018,42413.36
2234,3748,120,76,2,266,506,790,4060,1551,57,54,1121011103000.0,2018,1392727.1
2234,3719,120,76,64,111,205,1141,3735,1526,25,60,1122011101003.0,2018,3287056.27
2234,3809,8,11,15,28,31,1191,4707,1225,25,60,1500001101004.0,2018,41778.3
2234,3777,141,206,17,343,639,1005,2635,2378,25,60,1610011124000.0,2018,85345.15000000001
2248,3907,141,206,17,154,189,575,3078,2951,25,60,1610031106000.0,2019,4544166.57
2248,3877,141,193,94,312,174,346,3034,1046,25,60,1690991101000.0,2019,46772.020000000004
2248,3835,11,131,96,413,802,183,4000,2933,25,60,1910011106000.0,2019,106155.12
2248,3911,11,168,154,165,607,946,4268,267,25,60,1922991199000.0,2019,3404.15
2234,3801,6,191,118,91,60,1440,4806,1705,14,84,1321001101000.0,2018,269438.27
2234,3801,6,191,118,91,60,1440,4806,1705,10,87,1321001101000.0,2018,67596.21
2248,3884,11,131,96,60,496,942,4340,2963,136,77,1910081101000.0,2019,58777.37
2248,3904,10,145,173,437,831,1536,5065,3271,355,92,1718032101000.0,2019,102463270.36
2249,3937,120,44,124,64,209,212,3742,1541,54,20,1118012102000.0,2019,187412201.24
2249,3899,10,139,9,148,285,741,3356,1445,4,23,1758011103001.0,2019,511583817.59
2235,3777,141,193,94,312,174,162,4283,1047,25,60,1690991201000.0,2018,869.44
2235,3784,11,131,96,418,497,1317,4634,2225,25,60,1910091101000.0,2018,3307.4900000000002
2235,3731,11,168,154,307,460,720,3618,1747,25,60,1922061101999.0,2018,2637.65
2235,3767,11,168,154,165,607,946,4268,267,25,60,1922991199000.0,2018,2717.79
2249,3937,95,141,183,79,133,241,2865,78,4,23,9718011101003.0,2019,-67189242.75
2249,3940,6,191,118,91,60,1440,4806,1705,22,24,1321001101000.0,2019,0.0
2249,3937,120,76,2,266,506,790,2834,2634,76,27,1121011101006.0,2019,657822.33
2235,3748,120,76,64,111,205,1140,2953,2051,57,54,1122011301999.0,2018,8487.880000000001
2235,3735,11,208,58,212,794,176,3055,1069,12,59,1990991299000.0,2018,24579.11
2235,3724,141,206,17,343,639,1005,4754,2376,25,60,1610011119000.0,2018,55.06
2235,3787,141,206,17,343,639,1005,2635,2378,25,60,1610011124000.0,2018,4809.17
2242,3750,6,191,118,91,60,1440,4806,1705,87,36,1321001101000.0,2018,40267.22
2242,3811,10,121,78,182,21,638,3676,683,92,45,1770001199000.0,2018,600.0
2235,3773,15,2,21,374,811,586,3419,2965,25,60,2300061101000.0,2018,604.64
2235,3814,11,131,96,413,802,183,4976,3061,25,60,1910011108001.0,2018,0.0
2235,3759,6,128,143,136,254,493,3259,2783,65,61,1345011101000.0,2018,79488.22
2235,3723,6,191,118,91,60,1440,4806,1705,96,70,1321001101000.0,2018,141.62
2235,3806,16,217,168,407,327,804,4265,299,96,70,2428109112001.0,2018,500814.25
2250,3884,11,131,96,413,802,183,4976,3068,25,60,1910011108002.0,2019,580.15
2250,3906,11,131,96,371,708,1126,4337,2220,25,60,1910061101000.0,2019,243627.68
2250,3909,6,191,118,91,60,1440,4806,1705,96,70,1321001101000.0,2019,71955.2
2250,3937,10,145,173,147,284,170,2750,300,54,20,1718016101002.0,2019,11916664.32
2250,3899,10,139,9,148,285,741,3657,1446,4,23,1758011101000.0,2019,138201243.26
2250,3899,10,139,9,148,285,741,3982,1445,4,23,1758011107001.0,2019,32064373.42
2250,3937,11,168,154,165,607,946,4268,267,22,24,1922991199000.0,2019,0.0
2250,3865,137,22,14,26,431,322,4817,1356,25,60,1210991110000.0,2019,47.21
2250,3909,8,11,15,28,31,1191,4707,2684,25,60,1500001101002.0,2019,79.5
2250,3851,141,206,17,343,639,1005,4935,2982,25,60,1610011135000.0,2019,12822.470000000001
2251,3845,11,168,154,165,607,946,4268,267,22,24,1922991199000.0,2019,1052.29
2250,3911,120,76,64,111,205,1141,3735,2623,132,91,1122011101001.0,2019,436641.25
2250,3918,120,76,64,111,205,1141,3735,1526,132,91,1122011101003.0,2019,3412416.9
2251,3937,6,191,57,399,770,877,3902,1710,73,10,1322001101000.0,2019,34228015.25
2252,3874,15,2,21,374,811,586,3419,2965,25,60,2300061101000.0,2019,0.0
2252,3907,6,191,118,91,60,1440,4806,1705,96,70,1321001101000.0,2019,0.0
2252,3884,11,131,96,418,497,1317,4634,2225,136,77,1910091101000.0,2019,-24993.8
2252,3859,11,131,96,413,802,183,4901,335,78,82,1910011103003.0,2019,0.0
2252,3902,6,191,118,91,60,1440,4806,1705,22,24,1321001101000.0,2019,296189.25
2252,3937,120,76,2,266,506,598,3727,2243,76,27,1121011401003.0,2019,0.0
2252,3937,120,44,1,265,117,619,3463,1909,73,10,1113031101000.0,2019,228557186.61
2252,3937,11,131,96,371,708,1126,4337,2220,73,10,1910061101000.0,2019,406.03000000000003
2252,3937,11,168,154,165,607,946,4852,2863,73,10,1922991101000.0,2019,1763157.42
2252,3937,120,44,124,64,209,212,2530,1542,4,23,1118012103000.0,2019,9999879.75
2251,3844,141,206,17,343,639,1005,4754,2376,25,60,1610011119000.0,2019,0.0
2251,3907,141,206,17,154,189,575,3078,2951,25,60,1610031106000.0,2019,5221910.72
2251,3899,6,191,118,91,60,1440,4806,1705,96,70,1321001101000.0,2019,133.39000000000001
2251,3884,120,76,64,41,659,1057,4992,3078,136,77,1122021303000.0,2019,227756.42
2251,3872,120,76,2,377,308,10,4960,3006,132,91,1121041107000.0,2019,1304323.48
2251,3937,10,145,173,260,589,744,3664,2914,52,33,1718023101000.0,2019,1738815.35
2251,3861,137,22,14,186,238,655,3524,1263,91,43,1210044102000.0,2019,16019.49
2251,3877,141,193,94,312,174,346,3034,1046,25,60,1690991101000.0,2019,21988.0
2251,3879,141,193,94,312,174,346,3034,1046,25,60,1690991101000.0,2019,570.9
2252,3866,137,22,14,26,431,322,2986,2822,25,60,1210991108000.0,2019,1848211.1
2252,3835,141,206,17,343,639,1005,3804,2750,25,60,1610011111001.0,2019,284.45
2252,3925,141,206,17,343,639,1005,4453,2731,25,60,1610011199001.0,2019,2654.4500000000003
2252,3865,141,158,91,47,70,534,3313,1403,25,60,1630011108001.0,2019,6808706.32
2241,3706,11,168,154,165,607,946,4268,267,25,60,1922991199000.0,2018,20308.850000000002
2241,3778,11,168,154,165,607,946,4268,267,25,60,1922991199000.0,2018,1649.05
2241,3732,11,208,58,212,794,176,3055,1069,25,60,1990991299000.0,2018,218122.84
2241,3820,141,206,17,343,639,1005,4935,2982,25,60,1610011135000.0,2018,14212894.02
2241,3814,6,191,118,91,60,1440,4806,1705,96,70,1321001101000.0,2018,0.0
2238,3725,6,191,118,91,60,1440,4806,1705,96,70,1321001101000.0,2018,124.78
2242,3717,11,168,154,165,607,946,4268,267,85,52,1922991199000.0,2018,1294.55
2242,3781,120,76,2,266,506,598,3727,1880,72,53,1121011401005.0,2018,37419.58
2242,3735,10,194,92,205,75,904,3031,2498,12,59,1730001101000.0,2018,2045.93
2242,3721,6,191,118,91,60,1440,4806,1705,25,60,1321001101000.0,2018,753021.27
2242,3737,6,191,118,91,60,1440,4806,1705,25,60,1321001101000.0,2018,439420.5
2242,3809,141,206,17,343,639,1005,2635,2378,25,60,1610011124000.0,2018,47284.0
2242,3787,141,206,17,218,90,764,3701,2568,25,60,1610021101000.0,2018,658113.52
2242,3719,141,206,17,154,189,575,4328,354,25,60,1610031199000.0,2018,78892.11
2242,3710,141,159,167,98,172,1466,3638,2497,25,60,1640011101000.0,2018,2.34
2238,3718,137,22,14,186,635,60,4121,484,79,50,1210043101000.0,2018,123662.21
2238,3715,86,196,106,273,517,415,3141,785,47,58,7990011101001.0,2018,944924314.63
2238,3715,86,196,106,273,517,415,3141,2286,47,58,7990011101006.0,2018,5168093.58
2238,3735,11,208,58,212,794,176,3055,1069,12,59,1990991299000.0,2018,7075.74
2236,3769,141,206,17,218,90,764,3701,2568,25,60,1610021101000.0,2018,177.49
2236,3715,141,193,94,312,174,1096,3649,2904,25,60,1690991401000.0,2018,1545490.45
2236,3799,11,131,96,105,396,370,4624,2580,25,60,1910041102000.0,2018,1957101.99
2236,3784,11,131,96,105,396,370,3084,1856,25,60,1910041103000.0,2018,2265912.41
2237,3781,120,76,64,111,205,1141,2824,1154,73,10,1122011199000.0,2018,13208.85
2237,3823,6,191,118,91,60,1440,4806,1705,73,10,1321001101000.0,2018,0.0
2237,3823,11,168,154,165,607,946,4268,267,73,10,1922991199000.0,2018,0.0
2237,3737,141,159,167,98,172,1466,3638,2497,25,60,1640011101000.0,2018,28221.920000000002
2237,3769,11,131,96,413,802,183,4000,2933,25,60,1910011106000.0,2018,78139.85
2237,3776,11,168,154,165,607,946,4268,267,25,60,1922991199000.0,2018,3337.53
2237,3827,11,208,58,212,794,173,4584,2915,25,60,1990991199000.0,2018,85.60000000000001
2238,3800,6,191,118,91,60,1440,4806,1705,93,24,1321001101000.0,2018,69171.0
2238,3801,10,145,173,109,487,762,5005,3120,93,24,1718101103001.0,2018,250000.0
2238,3781,11,168,154,165,607,946,4268,267,75,31,1922991199000.0,2018,46891.97
2238,3723,11,168,154,165,607,946,4555,2490,87,36,1922991106000.0,2018,16260.09
2238,3715,112,132,23,66,214,627,4683,50,77,42,7210041107000.0,2018,3495605.92
2240,3814,11,131,96,413,802,183,4976,3061,25,60,1910011108001.0,2018,57023.89
2240,3794,141,159,167,98,172,1466,3638,2497,65,61,1640011101000.0,2018,1824.1200000000001
2241,3787,6,191,118,91,60,1440,4806,1705,93,24,1321001101000.0,2018,-80045.94
2241,3807,6,191,118,91,60,1440,4806,1705,93,24,1321001101000.0,2018,19214.57
2241,3781,11,168,154,165,607,946,4268,267,75,31,1922991199000.0,2018,403991.69
2246,3911,120,76,64,111,205,1327,4661,2627,25,60,1122011201007.0,2019,0.0
2246,3873,6,207,20,394,553,491,3256,2781,25,60,1310011101001.0,2019,198952.08000000002
2237,3732,120,76,64,111,205,1141,3735,1530,25,60,1122011101010.0,2018,7240.57
2237,3734,6,207,20,394,553,491,3256,2042,25,60,1310011101002.0,2018,6945.0
2237,3731,6,191,118,91,60,1440,4806,1705,25,60,1321001101000.0,2018,449.28000000000003
2237,3748,6,190,141,304,569,331,2997,227,25,60,1331011101002.0,2018,394081.79000000004
2237,3746,141,206,17,343,639,1005,2635,2378,25,60,1610011124000.0,2018,22869.22
2240,3781,141,206,17,343,639,1005,3549,2373,73,10,1610011113000.0,2018,692.35
2240,3781,10,145,173,414,292,1494,4905,1478,73,10,1718061101001.0,2018,12323453.71
2240,3781,120,44,124,64,5,17,3447,405,4,23,1118013303000.0,2018,217102.27000000002
2237,3723,10,139,9,148,285,741,2758,1445,4,23,1758011105001.0,2018,26571551.66
2237,3800,6,191,118,91,60,1440,4806,1705,93,24,1321001101000.0,2018,68778.65
2240,3718,137,22,14,186,635,60,4121,484,79,50,1210043101000.0,2018,142342.78
2240,3718,137,22,52,184,541,66,3199,1982,79,50,1218022103000.0,2018,7282113.55
2240,3781,10,145,173,147,792,915,3973,1798,89,51,1718017101001.0,2018,15362226.73
2240,3731,6,207,20,394,553,491,3256,2781,25,60,1310011101001.0,2018,3244.65
2240,3734,6,207,20,394,553,491,3256,2042,25,60,1310011101002.0,2018,0.0
2242,3826,11,168,63,419,306,202,2810,2235,25,60,1921991101999.0,2018,21902.96
2242,3767,11,168,154,165,607,946,4268,267,25,60,1922991199000.0,2018,5437.62
2242,3706,6,191,118,91,60,1440,4806,1705,93,24,1321001101000.0,2018,2056.54
2242,3806,6,191,118,91,60,1440,4806,1705,93,24,1321001101000.0,2018,32185.850000000002
2242,3719,10,145,173,109,606,773,4853,2217,93,24,1718109105003.0,2018,0.0
2246,3937,120,76,2,377,308,10,4952,2983,133,29,1121041109000.0,2019,0.0
2246,3937,120,76,64,111,205,1141,3735,16,133,29,1122011101002.0,2019,1319413.3
2246,3904,11,168,154,165,607,946,4852,2863,64,37,1922991101000.0,2019,78545.46
2246,3937,16,145,173,389,735,642,4887,1062,62,38,2418991101001.0,2019,0.0
2246,3861,137,22,14,186,635,60,2588,1605,91,43,1210043102000.0,2019,4501465.88
2246,3861,137,22,14,186,635,60,4122,485,91,43,1210043103000.0,2019,0.0
2247,3937,141,206,17,343,639,1005,2635,2378,25,60,1610011124000.0,2019,0.0
2247,3906,141,193,94,312,174,545,3041,287,25,60,1690991301000.0,2019,129105.12000000001
2247,3859,95,141,183,79,133,241,2865,78,4,23,9718011101003.0,2019,0.0
2247,3916,6,191,118,91,60,1440,4806,1705,22,24,1321001101000.0,2019,4955.51
2247,3910,6,191,118,91,60,1440,4806,1705,87,36,1321001101000.0,2019,35477.200000000004
2247,3865,112,132,23,176,521,419,4080,427,40,49,7210991101001.0,2019,44087015.17
2235,3781,120,44,124,169,113,216,2831,1547,4,23,1118021203000.0,2018,2740953.74
2236,3787,6,191,118,91,60,1440,4806,1705,93,24,1321001101000.0,2018,146.8
2236,3800,6,191,118,91,60,1440,4806,1705,87,36,1321001101000.0,2018,42807.950000000004
2236,3718,112,132,46,276,317,629,3471,794,40,49,7218021101003.0,2018,10984987.44
2241,3746,6,207,20,394,553,491,3256,2781,25,60,1310011101001.0,2018,8269.05
2241,3826,6,207,20,394,553,491,3256,2781,25,60,1310011101001.0,2018,145396.57
2241,3721,6,191,118,91,60,1440,4806,1705,25,60,1321001101000.0,2018,0.0
2240,3773,11,131,96,418,497,1317,4634,2225,25,60,1910091101000.0,2018,31558.73
2240,3732,11,168,154,165,607,946,4268,267,25,60,1922991199000.0,2018,1003.21
2240,3776,11,208,58,212,794,173,4584,2915,25,60,1990991199000.0,2018,1555.0
2240,3792,135,138,132,180,323,426,4088,807,25,60,7630011107000.0,2018,84396.44
2247,3869,6,191,118,91,60,1440,4806,1705,96,70,1321001101000.0,2019,25427.690000000002
2247,3884,10,194,41,1,501,592,3641,2156,96,70,1738109102001.0,2019,122000.0
2250,3871,141,193,94,312,174,545,3041,287,25,60,1690991301000.0,2019,451348.44
2250,3898,11,131,96,418,497,1317,4634,2225,25,60,1910091101000.0,2019,55619.19
2250,3835,11,168,63,419,306,202,2810,2235,25,60,1921991101999.0,2019,4876.6
2250,3932,141,159,167,98,172,1466,3638,2497,65,61,1640011101000.0,2019,916.15
2250,3913,16,194,42,164,799,752,4987,3083,96,70,2438102101001.0,2019,415711.54000000004
2250,3937,120,44,124,169,113,217,2830,1547,54,20,1118021302000.0,2019,7612439.91
2250,3899,10,139,9,148,285,741,3356,1445,4,23,1758011103001.0,2019,396862073.01
2250,3884,6,191,118,91,60,1440,4806,1705,22,24,1321001101000.0,2019,23.900000000000002
2250,3937,10,145,173,109,606,773,4351,3301,22,24,1718109120010.0,2019,0.0
2250,3917,137,22,14,26,431,322,4226,2820,25,60,1210991104002.0,2019,215869.67
2250,3917,137,22,14,26,431,322,4815,968,25,60,1210991105001.0,2019,185234.99
2251,3941,6,191,118,91,60,1440,4806,1705,22,24,1321001101000.0,2019,0.0
2251,3937,120,44,124,64,209,400,3743,1895,54,20,1118012202000.0,2019,14957866.49
2251,3859,120,44,124,169,113,215,2830,1547,54,20,1118021102000.0,2019,0.0
2252,3872,6,128,36,92,159,1242,4809,208,65,61,1349011199000.0,2019,737233.1900000001
2252,3884,120,76,64,41,659,321,4986,3039,136,77,1122021401000.0,2019,29600.54
2251,3865,11,168,154,165,607,946,4268,267,40,49,1922991199000.0,2019,269.22
2251,3865,112,132,23,176,521,419,4080,427,40,49,7210991101001.0,2019,9196167.61
2251,3861,86,196,106,273,517,415,3141,2286,47,58,7990011101006.0,2019,5068619.52
2251,3911,120,76,64,111,205,1140,2961,1687,25,60,1122011310000.0,2019,23.35
2251,3913,6,207,20,394,553,491,3256,2042,25,60,1310011101002.0,2019,0.0
2251,3881,6,191,118,91,60,1440,4806,1705,25,60,1321001101000.0,2019,1378298.7
2251,3906,6,191,118,91,60,1440,4806,1705,25,60,1321001101000.0,2019,1992.27
2252,3899,10,145,173,316,594,926,3999,2550,87,36,1718059199000.0,2019,2303.37
2252,3899,11,168,154,165,607,946,3626,1761,87,36,1922991102000.0,2019,-501.61
2252,3865,137,22,14,26,431,322,2976,1704,79,50,1210991102001.0,2019,17211733.67
2252,3937,11,168,154,307,460,720,3618,1747,72,53,1922061101999.0,2019,35415.61
2252,3937,6,207,20,90,559,862,3874,2407,73,10,1310021101999.0,2019,30740.55
2252,3914,92,152,26,238,628,981,3161,437,73,10,7728019101000.0,2019,2551292.04
2252,3937,120,44,124,169,113,217,2830,1547,54,20,1118021302000.0,2019,720825.12
2252,3899,11,168,154,165,607,946,3328,2872,29,21,1922991105000.0,2019,31695.49
2252,3937,120,44,124,64,5,609,4665,403,4,23,1118013103000.0,2019,5973585.1
2252,3937,120,44,124,169,113,216,2831,1547,4,23,1118021203000.0,2019,3266950.82
2252,3859,99,136,178,71,726,1355,4682,424,4,23,9118013303000.0,2019,0.0
2251,3884,10,194,41,1,501,592,3641,2156,96,70,1738109102001.0,2019,95000.0
2251,3869,11,168,154,165,607,946,4268,267,96,70,1922991199000.0,2019,57597.8
2251,3915,11,168,154,165,607,946,4268,267,69,73,1922991199000.0,2019,9541.93
2251,3884,120,76,64,41,659,1057,4985,3060,136,77,1122021302000.0,2019,67727.99
2251,3911,120,76,64,111,205,1141,3735,2623,132,91,1122011101001.0,2019,301893.39
2251,3872,120,76,2,377,308,10,3732,12,63,26,1121041101000.0,2019,6600115.74
2251,3937,120,76,2,266,506,7,3434,755,76,27,1121011201004.0,2019,5009412.63
2251,3861,137,22,14,186,238,655,3817,2726,91,43,1210044104000.0,2019,1011213.7
2251,3889,11,131,96,105,396,370,3084,1856,25,60,1910041103000.0,2019,1001590.72
2251,3889,11,131,96,418,497,1317,4634,2225,25,60,1910091101000.0,2019,4970.07
2251,3872,6,128,36,92,159,1242,4809,208,65,61,1349011199000.0,2019,162001.81
2252,3868,141,206,17,343,639,1005,2635,2378,25,60,1610011124000.0,2019,11409.74
2252,3835,141,206,17,343,639,1005,2612,122,25,60,1610011127000.0,2019,8613.9
2252,3884,141,206,17,343,639,1010,4903,3047,25,60,1610011423002.0,2019,4809.49
2252,3868,141,206,17,218,90,764,3701,2568,25,60,1610021101000.0,2019,24840.0
2252,3906,141,193,94,312,174,545,3041,287,25,60,1690991301000.0,2019,199383.75
2241,3790,11,168,154,165,607,946,4268,267,25,60,1922991199000.0,2018,971.49
2241,3743,11,168,146,257,278,733,5003,3111,25,60,1923991101000.0,2018,295880.19
2241,3814,11,208,58,212,794,173,4982,3051,25,60,1990991109002.0,2018,673.17
2238,3807,6,191,118,91,60,1440,4806,1705,96,70,1321001101000.0,2018,-2202.21
2238,3817,16,217,168,407,374,1473,3967,1790,96,70,2428105101001.0,2018,17489.0
2242,3781,14,21,152,57,191,934,3402,1109,33,48,2213001199000.0,2018,1268038.6400000001
2242,3773,137,22,14,26,431,322,2976,595,79,50,1210991102004.0,2018,362559.28
