id_tempo,mes,ano,anomes_formatado
2223,8,2017,08/2017
2224,9,2017,09/2017
2225,10,2017,10/2017
2226,11,2017,11/2017
2227,12,2017,12/2017
2228,0,2018,00/2018
2229,14,2018,14/2018
2230,13,2018,13/2018
2231,1,2018,01/2018
2232,2,2018,02/2018
2233,3,2018,03/2018
2234,4,2018,04/2018
2235,5,2018,05/2018
2236,6,2018,06/2018
2237,7,2018,07/2018
2238,8,2018,08/2018
2239,9,2018,09/2018
2240,10,2018,10/2018
2241,11,2018,11/2018
2242,12,2018,12/2018
2243,0,2019,00/2019
2244,14,2019,14/2019
2245,13,2019,13/2019
2246,1,2019,01/2019
2247,2,2019,02/2019
2248,3,2019,03/2019
2249,4,2019,04/2019
2250,5,2019,05/2019
2251,6,2019,06/2019
2252,7,2019,07/2019
2253,8,2019,08/2019
2254,9,2019,09/2019
2255,10,2019,10/2019
2256,11,2019,11/2019
2257,12,2019,12/2019
2258,0,2020,00/2020
2259,14,2020,14/2020
2260,13,2020,13/2020
2261,1,2020,01/2020
2262,2,2020,02/2020
2263,3,2020,03/2020
2264,4,2020,04/2020
2265,5,2020,05/2020
